35, ?, 35854, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 94413, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 20534, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 84, United-States, >50K
28, Private, 350254, 1st-4th, 2, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, Mexico, <=50K
68, Private, 194746, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, Cuba, <=50K
36, Private, 269042, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Laos, <=50K
20, Private, 447488, 9th, 5, Never-married, Other-service, Unmarried, White, Male, 0, 0, 30, Mexico, <=50K
24, Private, 267706, Some-college, 10, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 45, United-States, <=50K
38, Private, 198216, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 227931, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 252646, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 50, United-States, >50K
47, Private, 223342, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 2174, 0, 40, England, <=50K
28, Private, 181776, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
32, Private, 132601, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Private, 205410, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
64, Self-emp-inc, 185912, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 35, United-States, >50K
38, Private, 292570, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 50, United-States, <=50K
43, Private, 76460, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 295163, 12th, 8, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 27255, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, ?, <=50K
23, Private, 69847, Bachelors, 13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female, 0, 0, 20, United-States, <=50K
25, Private, 104993, 9th, 5, Never-married, Handlers-cleaners, Own-child, Black, Male, 2907, 0, 40, United-States, <=50K
41, Private, 322980, HS-grad, 9, Separated, Adm-clerical, Not-in-family, Black, Male, 2354, 0, 40, United-States, <=50K
24, ?, 390608, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
41, Private, 317539, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 195678, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 466502, 7th-8th, 4, Widowed, Other-service, Unmarried, White, Male, 0, 0, 30, United-States, <=50K
28, Local-gov, 220754, HS-grad, 9, Separated, Transport-moving, Own-child, White, Female, 0, 0, 25, United-States, <=50K
29, Private, 202878, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 2042, 40, United-States, <=50K
36, Private, 343476, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
41, Self-emp-inc, 93227, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 1977, 60, Taiwan, >50K
60, Self-emp-not-inc, 38622, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, State-gov, 173730, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, <=50K
32, Private, 178623, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, ?, <=50K
27, Private, 300783, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 42, United-States, >50K
60, Private, 224644, 10th, 6, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 191502, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
59, Private, 61885, 12th, 8, Divorced, Transport-moving, Other-relative, Black, Male, 0, 0, 35, United-States, <=50K
34, Self-emp-not-inc, 213887, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 32, Canada, >50K
36, Private, 331395, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 145098, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Private, 123075, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
19, Private, 216804, 7th-8th, 4, Never-married, Other-service, Own-child, White, Male, 0, 0, 33, United-States, <=50K
40, Private, 188291, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
25, Private, 33610, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
39, Private, 234901, Assoc-acdm, 12, Separated, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
34, Self-emp-not-inc, 349148, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 168443, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
43, Private, 211860, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 24, United-States, <=50K
35, Private, 193961, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
36, Local-gov, 52532, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 50, United-States, >50K
59, Self-emp-not-inc, 75804, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, >50K
33, Self-emp-not-inc, 176185, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 306779, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 50, United-States, <=50K
48, Private, 265192, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
54, Private, 139347, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
49, Private, 107682, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
37, Private, 34173, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 128378, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
51, Self-emp-inc, 195638, Some-college, 10, Separated, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 59287, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
31, Self-emp-not-inc, 162442, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, >50K
29, ?, 350603, 10th, 6, Never-married, ?, Own-child, White, Female, 0, 0, 38, United-States, <=50K
39, Private, 344743, Some-college, 10, Married-civ-spouse, Adm-clerical, Own-child, Black, Female, 0, 0, 50, United-States, >50K
35, Private, 112077, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 5013, 0, 40, United-States, <=50K
26, Private, 176795, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, >50K
51, Private, 137815, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7298, 0, 40, United-States, >50K
31, Private, 309620, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 6, South, <=50K
39, Private, 336880, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
26, Private, 206600, 11th, 7, Never-married, Other-service, Other-relative, White, Male, 0, 0, 30, Mexico, <=50K
25, Private, 193051, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 35, United-States, <=50K
61, Federal-gov, 229062, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1887, 40, United-States, >50K
49, Private, 62793, HS-grad, 9, Divorced, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K
53, Private, 264939, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, Mexico, <=50K
52, Private, 370552, Preschool, 1, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, El-Salvador, <=50K
52, Private, 163678, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, <=50K
74, ?, 89667, Bachelors, 13, Widowed, ?, Not-in-family, Other, Female, 0, 0, 35, United-States, <=50K
50, Private, 558490, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
29, Private, 124680, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 13550, 0, 35, United-States, >50K
76, Private, 208843, 7th-8th, 4, Widowed, Protective-serv, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
19, Private, 95078, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K
25, Private, 169679, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 101320, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 168906, Assoc-acdm, 12, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, <=50K
20, Private, 212582, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 16, United-States, <=50K
66, ?, 170617, Masters, 14, Widowed, ?, Not-in-family, White, Male, 0, 0, 6, United-States, <=50K
63, ?, 170529, Bachelors, 13, Married-civ-spouse, ?, Wife, Black, Female, 0, 0, 45, United-States, <=50K
27, Private, 99897, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 104892, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 2829, 0, 40, United-States, <=50K
43, Private, 175224, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 60, Nicaragua, <=50K
23, Private, 149704, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
37, Federal-gov, 214542, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
31, Private, 167319, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, State-gov, 43716, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 4, United-States, <=50K
28, Private, 191935, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States, <=50K
70, ?, 158642, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 2993, 0, 20, United-States, <=50K
35, Private, 338611, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 136419, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 75, United-States, >50K
17, Private, 72321, 11th, 7, Never-married, Other-service, Other-relative, White, Female, 0, 0, 12, United-States, <=50K
41, Local-gov, 189956, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 40, United-States, >50K
44, Private, 403782, Assoc-voc, 11, Divorced, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
47, Private, 456661, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
24, Private, 279041, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
38, Self-emp-not-inc, 65716, Assoc-voc, 11, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 189809, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 52, Jamaica, <=50K
62, Local-gov, 223637, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K
27, Local-gov, 199343, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 38, United-States, <=50K
59, Private, 139344, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
35, Private, 119098, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 195025, HS-grad, 9, Separated, Other-service, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K
28, Private, 186720, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 50, United-States, <=50K
28, Private, 328923, HS-grad, 9, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 38, United-States, <=50K
59, State-gov, 159472, 9th, 5, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 138662, Some-college, 10, Separated, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
54, Local-gov, 286342, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 32, United-States, >50K
39, Private, 181705, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, <=50K
41, Private, 193882, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 216497, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, Germany, <=50K
32, Self-emp-inc, 124919, Bachelors, 13, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 50, Iran, >50K
62, Private, 109463, Some-college, 10, Separated, Sales, Unmarried, White, Female, 0, 1617, 33, United-States, <=50K
58, Private, 256274, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 326379, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
67, ?, 174995, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 2457, 40, United-States, <=50K
31, Private, 243142, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
51, Local-gov, 155118, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 70, United-States, >50K
54, Private, 189607, Bachelors, 13, Never-married, Other-service, Own-child, Black, Female, 0, 0, 36, United-States, <=50K
20, Private, 39478, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
35, Private, 206951, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Private, 127647, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 36, United-States, <=50K
38, Private, 234298, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 6849, 0, 60, United-States, <=50K
42, Private, 182302, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, State-gov, 166597, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
28, Self-emp-not-inc, 33363, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, >50K
74, Self-emp-inc, 167537, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, >50K
34, Private, 179378, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, Black, Female, 0, 0, 40, United-States, <=50K
50, State-gov, 297551, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 52, United-States, <=50K
50, Private, 198362, Assoc-voc, 11, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 240504, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Self-emp-not-inc, 169662, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, ?, 164940, HS-grad, 9, Separated, ?, Unmarried, Black, Female, 0, 0, 25, United-States, <=50K
61, Private, 210488, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
21, Private, 154835, Some-college, 10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Vietnam, <=50K
27, Private, 333296, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 30, ?, <=50K
47, Private, 192793, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Iran, >50K
39, Private, 49436, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, White, Female, 0, 1380, 40, United-States, <=50K
33, Private, 136331, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
